TempSensor0,TempSensor1,TempSensor2,TempSensor3,VibraSensor0,VibraSensor1,VibraSensor2,VibraSensor3
43.11167746925575,38.03350707046904,40.926000485477466,93.73283133404558,1975.9976278537092,1982.708705361104,995.350360300188,2064.467006505619
88.33530724536222,90.3223235707428,87.55979686385288,46.76560216272204,1006.6060492227421,994.9820609172089,978.5773000441891,1041.701156680545
98.46854495452057,38.82558812582743,37.698483321581385,44.15950791683707,1002.5312302373821,1987.2550909262748,1991.2978841562458,1016.1776297743866
93.6942790095446,91.00180554064183,37.20279638112501,86.51656700704089,2013.3743910056905,1907.9546891380887,2045.8684798295665,987.4870116146665
87.21525000067619,39.04178706044962,38.76518608270398,83.2497894866731,1987.9040285525657,975.6537436864041,2002.9530039092315,1982.4843350295218
98.35763037242266,78.52642113105162,38.547435997333125,87.17671499351174,997.6859876097285,1995.9640998771736,1962.5854708999952,1982.9159716331833
41.29326216824249,34.75745909926127,40.88607225232175,97.07658068093801,1003.6137902448563,2003.0571489804938,1009.865143845686,1988.4507251848172
34.28851256468134,89.15925761136396,39.919868374238696,87.46378323348185,978.9331863999729,1013.5454631923874,1994.9741781578687,1994.6316877077672
90.689355959357,89.66585934112709,40.00431539983765,38.11492784891733,2055.5077530058834,2045.600390696493,1954.324671619826,1935.804198908484
96.0742869373448,101.27729151600312,38.074784359900484,36.97387756933449,2071.2610091693323,1992.4210835333804,2023.0784391292063,1965.4959880546412
92.8030013791523,37.35904858832244,36.09940073364662,40.2752106383934,1973.691515794451,2024.6982092431995,1975.0073583888102,2002.4643368614745
97.7648919153283,74.7034839696621,38.12482092244851,94.61711439341576,992.6407105803073,2022.029462025424,994.8297161439004,1980.408346241227
40.77613752639624,95.18848534896308,88.03194706721494,44.44873262115421,981.5530344396268,1954.155223929291,1998.7526993429674,980.5703650261614
38.80390922195533,86.25336357002831,40.036962062358185,86.36254600532678,1018.8688759068684,1961.3732716356258,998.293956268433,2018.0970525849011
78.44888382674222,90.32377188832885,86.76027839131284,43.32221310378473,2042.9091713676341,1992.9166375842883,1002.1867366796012,950.3885165760041
84.04500044347107,38.28362637336207,89.36472247129957,42.98702509975699,1027.935338989712,2017.1036449174044,996.5465016979455,2053.7211426063377
39.687575425276464,40.0341997416793,90.03809811207748,39.82240041898295,2005.1704822194247,1959.284852394621,966.8132904018732,1000.1114776477648
39.7995376837529,38.07417590709939,92.64846786545175,90.2330877263945,1013.24820377047,1992.649961938689,991.201496791436,1025.127408215532
39.57720899792888,36.94584314548283,94.49562238644681,87.14825127662353,1027.2210902713932,1021.223064428104,1996.4581240921532,1973.3231376443086
83.82567905194378,35.56039858482069,36.87490436696207,88.67393211443238,1950.9147196221504,1954.1068888629577,1951.5233829288998,2028.462404754575
85.37037619882733,94.65591788983363,40.385210150668,93.50246073700657,985.1911064651117,1980.558624968493,1999.5366534475831,2006.717514480385
39.54193537715004,95.89735939435197,89.98240413904114,82.88924739133797,1988.7685441336328,1934.6910402806088,1008.7853536903688,2011.9497733405265
37.10726606252642,88.20654862380505,100.1640318930747,42.358350464623314,1974.5000517809337,1982.3773526917598,1976.4193732853553,1047.4910240259273
85.62357848127363,40.511398406725704,102.06739253864765,45.897838980113065,1969.0838259123009,2013.6289884972248,1952.3831523085516,1977.5347100270928
81.76872303125188,37.937959401050634,90.54424362750716,86.79781876994456,1965.2909388601845,1981.18559274501,988.3881525076584,1961.9711465368457
38.630093318916686,35.392489517908786,92.51339818790036,91.97766315165374,1011.2115618594792,2022.5663831848456,1013.396181678688,2044.324275928394
92.00223823756971,80.28860994078042,38.94365153393329,43.3829202511175,2007.8442720242983,1976.691242330058,1034.5271907384658,1964.4513913397998
38.013517090325394,40.25053531077208,35.75340705099124,93.30549544459568,1012.9588642117369,2009.3338584105252,2042.465088998893,1990.799791868953
35.56869198964151,91.36437465088918,35.58009170895838,94.44335846913542,1039.3634900354969,2001.003254824684,1997.9015658631145,2010.5988367578739
82.71538987060678,80.86512234143315,97.37611996568889,82.4598700972002,1977.295756651861,2006.5014094025703,999.1230195598948,2001.421892246254
40.979778869540205,38.717082577402934,86.77485558227058,42.447262237362295,1976.402346593581,984.1877223998544,983.327856102957,987.6564326532332
42.512684241267,37.39759090844224,39.277261682214544,89.58032779201241,2022.114165321545,974.1908232183348,1996.519862777944,1952.8374528403253
83.47786948444798,96.93663515263454,42.15221887701841,89.82483792154459,984.5641403758761,1997.6065071913238,1989.0582785592692,1952.8774970469692
37.820124761072506,35.13278754903556,41.12091906749403,94.74689882923413,2032.319780818792,996.2460880922764,1017.5575167175481,1963.9045932525394
40.8659668060628,39.750536099463346,40.3089562013759,38.50425725619749,2012.1158681957788,1014.6709178926656,1010.5010042804657,1012.2329629557987
102.27553423364944,93.96506278922632,92.47685380651565,86.5675801815618,2063.5113759189553,1998.3684144284148,984.9389139257476,988.7367637737525
93.86648782728275,38.15343744588236,40.34773047289693,84.0432145293852,2027.5528572513683,986.1693923517078,995.8609313818205,988.3249630348985
